,npi
953133,1043217052
953134,1043217052
953135,1043217052
953136,1043217052
953137,1043217052
953138,1043217052
953139,1043217052
953140,1043217052
953141,1043217052
953142,1043217052
953143,1043217052
953144,1043217052
953145,1043217052
953146,1043217052
953147,1043217052
953148,1043217052
953149,1043217052
953150,1043217052
953151,1043217052
953152,1043217052
1072123,1043311145
1072124,1043311145
1072125,1043311145
1072126,1043311145
1072127,1043311145
1072128,1043311145
1072129,1043311145
1072130,1043311145
1072131,1043311145
1072132,1043311145
1072133,1043311145
1072134,1043311145
1072135,1043311145
1072136,1043311145
1072137,1043311145
1072138,1043311145
1072139,1043311145
1072140,1043311145
1072141,1043311145
1072142,1043311145
1072143,1043311145
1072144,1043311145
1072145,1043311145
1072146,1043311145
1215807,1053348771
1215808,1053348771
1215809,1053348771
1228466,1053357376
1228467,1053357376
1228468,1053357376
1228469,1053357376
1228470,1053357376
1228471,1053357376
1228472,1053357376
1228473,1053357376
1228474,1053357376
1228475,1053357376
1228476,1053357376
1228477,1053357376
1228478,1053357376
1228479,1053357376
1228480,1053357376
1228481,1053357376
1228482,1053357376
1228483,1053357376
1228484,1053357376
1228485,1053357376
1228486,1053357376
1228487,1053357376
1228488,1053357376
1228489,1053357376
1228490,1053357376
1228491,1053357376
1228492,1053357376
1228493,1053357376
1228494,1053357376
1228495,1053357376
1228496,1053357376
1228497,1053357376
1228498,1053357376
1228499,1053357376
1228500,1053357376
1228501,1053357376
1228502,1053357376
1228503,1053357376
1281987,1053393405
1281988,1053393405
1281989,1053393405
1281990,1053393405
1281991,1053393405
1281992,1053393405
1281993,1053393405
1281994,1053393405
1281995,1053393405
1281996,1053393405
1281997,1053393405
1281998,1053393405
1281999,1053393405
1282000,1053393405
1282001,1053393405
1282002,1053393405
1282003,1053393405
1282004,1053393405
1282005,1053393405
1282006,1053393405
1282007,1053393405
1282008,1053393405
1282009,1053393405
1282010,1053393405
1282011,1053393405
1282012,1053393405
1282013,1053393405
1282014,1053393405
1282015,1053393405
1282016,1053393405
1282017,1053393405
1282018,1053393405
1282019,1053393405
1282020,1053393405
1282021,1053393405
1282022,1053393405
1282023,1053393405
1282024,1053393405
1282025,1053393405
1282026,1053393405
1282027,1053393405
1282028,1053393405
1282029,1053393405
1282030,1053393405
1282031,1053393405
1282032,1053393405
1282033,1053393405
1282034,1053393405
1282035,1053393405
1282036,1053393405
1282037,1053393405
1282038,1053393405
1282039,1053393405
1282040,1053393405
1282041,1053393405
1282042,1053393405
1282043,1053393405
1282044,1053393405
1282045,1053393405
1282046,1053393405
1282047,1053393405
1282048,1053393405
1282049,1053393405
1568858,1063562635
1568859,1063562635
1568860,1063562635
1568861,1063562635
1568862,1063562635
1568863,1063562635
1568864,1063562635
1568865,1063562635
1568866,1063562635
1568867,1063562635
1568868,1063562635
1568869,1063562635
1568870,1063562635
1568871,1063562635
1568872,1063562635
1568873,1063562635
1568874,1063562635
1568875,1063562635
1568876,1063562635
1568877,1063562635
1568878,1063562635
1568879,1063562635
1568880,1063562635
1568881,1063562635
1568882,1063562635
1568883,1063562635
1568884,1063562635
1568885,1063562635
1568886,1063562635
1568887,1063562635
1568888,1063562635
1568889,1063562635
1568890,1063562635
1568891,1063562635
1568892,1063562635
1568893,1063562635
1568894,1063562635
1568895,1063562635
1568896,1063562635
1568897,1063562635
1568898,1063562635
1568899,1063562635
1568900,1063562635
1568901,1063562635
1568902,1063562635
1568903,1063562635
1568904,1063562635
1754449,1073589420
1754450,1073589420
1754451,1073589420
1754452,1073589420
1754453,1073589420
1754454,1073589420
1754455,1073589420
1754456,1073589420
1754457,1073589420
1754458,1073589420
1754459,1073589420
1754460,1073589420
1754461,1073589420
1754462,1073589420
1754463,1073589420
1754464,1073589420
1754465,1073589420
1754466,1073589420
1754467,1073589420
1754468,1073589420
1754469,1073589420
2098881,1093007635
2098882,1093007635
2098883,1093007635
2098884,1093007635
2098885,1093007635
2098886,1093007635
2098887,1093007635
2098888,1093007635
2098889,1093007635
2098890,1093007635
2098891,1093007635
2098892,1093007635
2098893,1093007635
2256039,1093805012
2256040,1093805012
2256041,1093805012
2256042,1093805012
2256043,1093805012
2256044,1093805012
2256045,1093805012
2256046,1093805012
2256047,1093805012
2256048,1093805012
2256049,1093805012
2256050,1093805012
2256051,1093805012
2256052,1093805012
2256053,1093805012
2256054,1093805012
2256055,1093805012
2256056,1093805012
2256057,1093805012
2256058,1093805012
2256059,1093805012
2256060,1093805012
2256061,1093805012
2256062,1093805012
2256063,1093805012
2256064,1093805012
2256065,1093805012
2256066,1093805012
2256067,1093805012
2316593,1093927576
2316594,1093927576
2316595,1093927576
2316596,1093927576
2316597,1093927576
2316598,1093927576
2316599,1093927576
2316600,1093927576
2316601,1093927576
2316602,1093927576
2316603,1093927576
2316604,1093927576
2316605,1093927576
2316606,1093927576
2316607,1093927576
2316608,1093927576
2316609,1093927576
2316610,1093927576
2316611,1093927576
2316612,1093927576
2316613,1093927576
2316614,1093927576
2316615,1093927576
2316616,1093927576
2316617,1093927576
2316618,1093927576
2316619,1093927576
2316620,1093927576
2316621,1093927576
2316622,1093927576
2316623,1093927576
2316624,1093927576
2316625,1093927576
2316626,1093927576
2316627,1093927576
2316628,1093927576
2316629,1093927576
2316630,1093927576
2316631,1093927576
2325421,1093969412
2325422,1093969412
2325423,1093969412
2325424,1093969412
2325425,1093969412
2325426,1093969412
2325427,1093969412
2325428,1093969412
2325429,1093969412
2325430,1093969412
2325431,1093969412
2325432,1093969412
2325433,1093969412
2325434,1093969412
2325435,1093969412
2325436,1093969412
2325437,1093969412
2325438,1093969412
2325439,1093969412
2325441,1093969412
2325442,1093969412
2325443,1093969412
2325444,1093969412
2325445,1093969412
2325446,1093969412
2325447,1093969412
2325448,1093969412
2325449,1093969412
2325450,1093969412
2325451,1093969412
2325452,1093969412
2325453,1093969412
2325454,1093969412
2325455,1093969412
2325456,1093969412
2325457,1093969412
2325458,1093969412
2325459,1093969412
2325460,1093969412
2325461,1093969412
2325462,1093969412
2325463,1093969412
2325464,1093969412
2325465,1093969412
2325466,1093969412
2325467,1093969412
2325468,1093969412
2325469,1093969412
2325470,1093969412
2325471,1093969412
2325472,1093969412
2325473,1093969412
2325474,1093969412
2325475,1093969412
2325476,1093969412
2325477,1093969412
2325478,1093969412
2325479,1093969412
2325480,1093969412
2325481,1093969412
2325482,1093969412
2325483,1093969412
2325484,1093969412
2325485,1093969412
2325486,1093969412
2325487,1093969412
2325488,1093969412
2325489,1093969412
2325490,1093969412
2325491,1093969412
2325492,1093969412
2325493,1093969412
2325494,1093969412
2325495,1093969412
2325496,1093969412
2325497,1093969412
2325498,1093969412
2596156,1114030863
2596157,1114030863
2596158,1114030863
2596159,1114030863
2596160,1114030863
2596161,1114030863
2596162,1114030863
2596163,1114030863
2596164,1114030863
2596165,1114030863
2596166,1114030863
2596167,1114030863
2596168,1114030863
2596169,1114030863
2596170,1114030863
2596171,1114030863
2596172,1114030863
2596173,1114030863
2596174,1114030863
2596175,1114030863
2596176,1114030863
2596177,1114030863
2596178,1114030863
2596179,1114030863
2596180,1114030863
2596181,1114030863
2596182,1114030863
2596183,1114030863
2596184,1114030863
2596185,1114030863
2596186,1114030863
2596187,1114030863
2596188,1114030863
2596189,1114030863
2596190,1114030863
2596191,1114030863
2596192,1114030863
2596193,1114030863
2596194,1114030863
2596195,1114030863
2596196,1114030863
2596197,1114030863
2596198,1114030863
2596199,1114030863
2596200,1114030863
2596201,1114030863
2596202,1114030863
2596203,1114030863
2596204,1114030863
2596205,1114030863
2596206,1114030863
2596207,1114030863
2596208,1114030863
2596209,1114030863
2596210,1114030863
2596211,1114030863
2596212,1114030863
2596213,1114030863
2596214,1114030863
2596215,1114030863
2596216,1114030863
2596217,1114030863
2596218,1114030863
2596219,1114030863
2596220,1114030863
2596221,1114030863
2596222,1114030863
2596223,1114030863
2596224,1114030863
2596225,1114030863
2596226,1114030863
2612848,1114072444
2612849,1114072444
2612850,1114072444
2612851,1114072444
2612852,1114072444
2612853,1114072444
2612854,1114072444
2612855,1114072444
2612856,1114072444
2612857,1114072444
2612858,1114072444
2612859,1114072444
2612860,1114072444
2612861,1114072444
2612862,1114072444
2612863,1114072444
2612864,1114072444
2612865,1114072444
2612866,1114072444
2612867,1114072444
2612868,1114072444
2612869,1114072444
2612870,1114072444
2612871,1114072444
2612872,1114072444
2612873,1114072444
2612874,1114072444
2612875,1114072444
2612876,1114072444
2612877,1114072444
2612878,1114072444
2612879,1114072444
2612880,1114072444
2612881,1114072444
2612882,1114072444
2612883,1114072444
2612884,1114072444
2612885,1114072444
2612886,1114072444
2612887,1114072444
2612888,1114072444
2612889,1114072444
2612890,1114072444
2612891,1114072444
2612892,1114072444
2612893,1114072444
2612894,1114072444
2713806,1114932084
2714009,1114932084
2714010,1114932084
2714011,1114932084
2714012,1114932084
2714013,1114932084
2714014,1114932084
2714015,1114932084
2714016,1114932084
2714017,1114932084
2714018,1114932084
2714019,1114932084
2714020,1114932084
2714021,1114932084
2714022,1114932084
2714023,1114932084
2714024,1114932084
2714025,1114932084
2714026,1114932084
2714027,1114932084
2714028,1114932084
2714029,1114932084
2714030,1114932084
2714031,1114932084
2714032,1114932084
2714033,1114932084
2714034,1114932084
2714035,1114932084
2714036,1114932084
2714037,1114932084
2714038,1114932084
2714039,1114932084
2714040,1114932084
2714041,1114932084
2714042,1114932084
2714043,1114932084
2714044,1114932084
2714045,1114932084
2714046,1114932084
2714047,1114932084
2714048,1114932084
2714049,1114932084
2714050,1114932084
2723957,1114942562
2759189,1114972262
2759190,1114972262
2759191,1114972262
2759192,1114972262
2759193,1114972262
2759194,1114972262
2759195,1114972262
2759196,1114972262
2759197,1114972262
2759198,1114972262
2759199,1114972262
2759200,1114972262
2759201,1114972262
2759202,1114972262
2759203,1114972262
2759204,1114972262
2759205,1114972262
2759206,1114972262
2759207,1114972262
2759208,1114972262
2759209,1114972262
2759210,1114972262
2759211,1114972262
2759212,1114972262
2759213,1114972262
2759214,1114972262
2759215,1114972262
2759216,1114972262
2759217,1114972262
2759218,1114972262
2759219,1114972262
2759220,1114972262
2759221,1114972262
2759222,1114972262
2759223,1114972262
2759224,1114972262
2759225,1114972262
2759226,1114972262
2759227,1114972262
2759228,1114972262
2759229,1114972262
2759230,1114972262
2759231,1114972262
2759232,1114972262
2759233,1114972262
2759234,1114972262
2759235,1114972262
2759236,1114972262
2759237,1114972262
2759238,1114972262
2759239,1114972262
2759240,1114972262
2759241,1114972262
2759242,1114972262
2759243,1114972262
2759244,1114972262
2759245,1114972262
2759246,1114972262
2759247,1114972262
2759248,1114972262
2759249,1114972262
2759250,1114972262
2759251,1114972262
2759252,1114972262
2759253,1114972262
2759254,1114972262
2759255,1114972262
2759256,1114972262
2759257,1114972262
2759258,1114972262
2759259,1114972262
2759260,1114972262
2759261,1114972262
2759262,1114972262
2759263,1114972262
2759264,1114972262
2759265,1114972262
2759266,1114972262
2759267,1114972262
2759268,1114972262
2759269,1114972262
2759270,1114972262
2759271,1114972262
2759272,1114972262
2759273,1114972262
2759274,1114972262
2759275,1114972262
2759276,1114972262
2759277,1114972262
2759278,1114972262
2759279,1114972262
2759280,1114972262
2759281,1114972262
2759282,1114972262
2759283,1114972262
2759284,1114972262
2759285,1114972262
2759286,1114972262
2759287,1114972262
2759288,1114972262
2759289,1114972262
2759290,1114972262
2759291,1114972262
2759292,1114972262
2759293,1114972262
2759294,1114972262
2759295,1114972262
2759296,1114972262
2759297,1114972262
2759298,1114972262
2759299,1114972262
2759300,1114972262
2759301,1114972262
2759302,1114972262
2759303,1114972262
2759304,1114972262
2759305,1114972262
2759306,1114972262
2759307,1114972262
2759308,1114972262
2759309,1114972262
2759310,1114972262
2759311,1114972262
2759312,1114972262
2759313,1114972262
2759314,1114972262
2759315,1114972262
2759316,1114972262
2759317,1114972262
2759318,1114972262
2759319,1114972262
2759320,1114972262
2759321,1114972262
2759322,1114972262
2759323,1114972262
2759324,1114972262
2759325,1114972262
2759326,1114972262
2759327,1114972262
2759328,1114972262
2759329,1114972262
2759330,1114972262
2759331,1114972262
2759332,1114972262
2759333,1114972262
2759334,1114972262
2759335,1114972262
2759336,1114972262
2759337,1114972262
2759338,1114972262
2759339,1114972262
2759340,1114972262
2759341,1114972262
2759342,1114972262
2759343,1114972262
2759344,1114972262
2759345,1114972262
2759346,1114972262
2759347,1114972262
2759348,1114972262
2759349,1114972262
2759350,1114972262
2759351,1114972262
2759352,1114972262
2759353,1114972262
2759354,1114972262
2759355,1114972262
2759356,1114972262
2759357,1114972262
2759358,1114972262
2759359,1114972262
2759360,1114972262
2759361,1114972262
2759362,1114972262
2759363,1114972262
2759364,1114972262
2759365,1114972262
2759366,1114972262
2759367,1114972262
2759368,1114972262
2759369,1114972262
2759370,1114972262
2759371,1114972262
2759372,1114972262
2759373,1114972262
2759374,1114972262
2759375,1114972262
2759376,1114972262
2759377,1114972262
2759378,1114972262
2759379,1114972262
2759380,1114972262
2759381,1114972262
2759382,1114972262
2759383,1114972262
2759384,1114972262
2759385,1114972262
2759386,1114972262
2759387,1114972262
2759388,1114972262
2759389,1114972262
2759390,1114972262
2759391,1114972262
2759392,1114972262
2759393,1114972262
2759394,1114972262
2759396,1114972262
2759397,1114972262
2759398,1114972262
2759399,1114972262
2759400,1114972262
2759401,1114972262
2759402,1114972262
3591864,1154351500
3605583,1154363109
3605584,1154363109
3605585,1154363109
3605586,1154363109
3605587,1154363109
3605588,1154363109
3605589,1154363109
3605590,1154363109
3605591,1154363109
3605592,1154363109
3605593,1154363109
3605594,1154363109
3605595,1154363109
3605596,1154363109
3605597,1154363109
3605598,1154363109
3605599,1154363109
3605600,1154363109
3605601,1154363109
3605602,1154363109
3605603,1154363109
3605604,1154363109
3605605,1154363109
3605606,1154363109
3605607,1154363109
3605608,1154363109
3605609,1154363109
3605610,1154363109
3605611,1154363109
3605612,1154363109
3605613,1154363109
3605614,1154363109
3605615,1154363109
3605616,1154363109
3605617,1154363109
3605618,1154363109
3605619,1154363109
3605620,1154363109
3605621,1154363109
3605622,1154363109
3605623,1154363109
3605624,1154363109
3605625,1154363109
3605626,1154363109
3605627,1154363109
3605628,1154363109
3646978,1154391910
3646979,1154391910
3646980,1154391910
3646981,1154391910
3709527,1154484749
3709528,1154484749
3709529,1154484749
3709530,1154484749
3709531,1154484749
3709532,1154484749
3709533,1154484749
3709534,1154484749
3709535,1154484749
3709536,1154484749
3709537,1154484749
3709538,1154484749
3709539,1154484749
3709540,1154484749
3709541,1154484749
3709542,1154484749
3709543,1154484749
3709544,1154484749
3709545,1154484749
3709546,1154484749
3709547,1154484749
3709548,1154484749
3709549,1154484749
3709550,1154484749
3709551,1154484749
3709552,1154484749
3709553,1154484749
3709554,1154484749
3709555,1154484749
3709556,1154484749
3709557,1154484749
3709558,1154484749
3709559,1154484749
3717195,1154498277
3717196,1154498277
3717197,1154498277
3717198,1154498277
3717199,1154498277
3717200,1154498277
3717201,1154498277
3717202,1154498277
3717203,1154498277
3717204,1154498277
4062431,1174540801
4062432,1174540801
4062433,1174540801
4271221,1184616310
4271222,1184616310
4271223,1184616310
4271224,1184616310
4271225,1184616310
4271226,1184616310
4271227,1184616310
4271228,1184616310
4271229,1184616310
4271230,1184616310
4271231,1184616310
4271232,1184616310
4271233,1184616310
4271234,1184616310
4271235,1184616310
4271236,1184616310
4271237,1184616310
4271238,1184616310
4271239,1184616310
4271240,1184616310
4271241,1184616310
4271242,1184616310
4271243,1184616310
4271244,1184616310
4271245,1184616310
4271246,1184616310
4271247,1184616310
4271248,1184616310
4271249,1184616310
4271250,1184616310
4271251,1184616310
4271252,1184616310
4271253,1184616310
4271254,1184616310
4271255,1184616310
4271256,1184616310
4271257,1184616310
4271258,1184616310
4271259,1184616310
4271260,1184616310
4271261,1184616310
4271262,1184616310
4271263,1184616310
4271264,1184616310
4271265,1184616310
4271266,1184616310
4271267,1184616310
4271268,1184616310
4271269,1184616310
4271270,1184616310
4271271,1184616310
4271272,1184616310
4271273,1184616310
4271274,1184616310
4271275,1184616310
4271276,1184616310
4271277,1184616310
4271278,1184616310
4271279,1184616310
4271280,1184616310
4271281,1184616310
4271282,1184616310
4271283,1184616310
4271284,1184616310
4271285,1184616310
4271286,1184616310
4271287,1184616310
4271288,1184616310
4271289,1184616310
4271290,1184616310
4271291,1184616310
4271292,1184616310
4271293,1184616310
4271294,1184616310
4271295,1184616310
4271296,1184616310
4271297,1184616310
4324572,1184654188
4324573,1184654188
4324574,1184654188
4324575,1184654188
4324576,1184654188
4324577,1184654188
4324578,1184654188
4324579,1184654188
4324580,1184654188
4324581,1184654188
4324582,1184654188
4324583,1184654188
4324584,1184654188
4324585,1184654188
4324586,1184654188
4324587,1184654188
4324588,1184654188
4324589,1184654188
4324590,1184654188
4324591,1184654188
4324592,1184654188
4324593,1184654188
4574546,1194756395
4574547,1194756395
4574548,1194756395
4723278,1205008125
4780729,1205813441
4780730,1205813441
4780731,1205813441
4780732,1205813441
4780733,1205813441
4780734,1205813441
4780735,1205813441
4780736,1205813441
4780737,1205813441
4780738,1205813441
4780739,1205813441
4780740,1205813441
4780741,1205813441
4780742,1205813441
4780743,1205813441
4780744,1205813441
4780745,1205813441
4780746,1205813441
4780747,1205813441
4780748,1205813441
4780749,1205813441
4780750,1205813441
4780751,1205813441
4780752,1205813441
4780753,1205813441
4780754,1205813441
4780755,1205813441
4780756,1205813441
4780757,1205813441
4780758,1205813441
4780759,1205813441
4780760,1205813441
4780761,1205813441
4780762,1205813441
4780763,1205813441
4780764,1205813441
4780765,1205813441
4780766,1205813441
4780767,1205813441
4780768,1205813441
4780769,1205813441
4780770,1205813441
4780771,1205813441
4780772,1205813441
4780773,1205813441
4780774,1205813441
4780775,1205813441
4780776,1205813441
4780777,1205813441
4780778,1205813441
4780779,1205813441
4780780,1205813441
4780781,1205813441
4780782,1205813441
4780783,1205813441
4780784,1205813441
4780785,1205813441
4780786,1205813441
4780787,1205813441
4780788,1205813441
4780789,1205813441
4780790,1205813441
4780791,1205813441
4780792,1205813441
4780793,1205813441
4780794,1205813441
4780795,1205813441
4780796,1205813441
4780797,1205813441
4780798,1205813441
4780799,1205813441
4780800,1205813441
4780801,1205813441
4780802,1205813441
4780803,1205813441
4780804,1205813441
4780805,1205813441
4780806,1205813441
4780807,1205813441
4780808,1205813441
4780809,1205813441
4780810,1205813441
4780811,1205813441
4780812,1205813441
4780813,1205813441
4780814,1205813441
4780815,1205813441
4780816,1205813441
4780817,1205813441
4780818,1205813441
4780819,1205813441
4780820,1205813441
4780821,1205813441
4780822,1205813441
4780823,1205813441
4780824,1205813441
4780825,1205813441
4780826,1205813441
4780827,1205813441
4780828,1205813441
4780829,1205813441
4780830,1205813441
4780831,1205813441
4780832,1205813441
4780833,1205813441
4780834,1205813441
4780835,1205813441
4780836,1205813441
4780837,1205813441
4780838,1205813441
4780839,1205813441
4780840,1205813441
4780841,1205813441
4780842,1205813441
4780843,1205813441
4780844,1205813441
4780845,1205813441
4780846,1205813441
4780847,1205813441
4780848,1205813441
4780849,1205813441
4780850,1205813441
4780851,1205813441
4780852,1205813441
4780853,1205813441
4780854,1205813441
4780855,1205813441
4780856,1205813441
4780857,1205813441
4780858,1205813441
4780859,1205813441
4780860,1205813441
4780861,1205813441
4780862,1205813441
4780863,1205813441
4780864,1205813441
4780865,1205813441
4780866,1205813441
4780867,1205813441
4780868,1205813441
4780869,1205813441
4780870,1205813441
4780871,1205813441
4780872,1205813441
4893422,1205895133
4893423,1205895133
4893424,1205895133
4893425,1205895133
4992678,1215045869
4992679,1215045869
4992680,1215045869
4992681,1215045869
4992682,1215045869
4992683,1215045869
4992684,1215045869
4992685,1215045869
4992686,1215045869
4992687,1215045869
4992688,1215045869
4992689,1215045869
4992690,1215045869
4992691,1215045869
4992692,1215045869
4992693,1215045869
4992694,1215045869
4992695,1215045869
4992696,1215045869
4992697,1215045869
4992698,1215045869
4992699,1215045869
4992700,1215045869
4992701,1215045869
4992702,1215045869
4992703,1215045869
4992704,1215045869
4992705,1215045869
4992706,1215045869
4992707,1215045869
4992708,1215045869
4992709,1215045869
4992710,1215045869
4992711,1215045869
4992712,1215045869
4992713,1215045869
4992714,1215045869
4992715,1215045869
4992716,1215045869
4992717,1215045869
4992718,1215045869
4992719,1215045869
4992720,1215045869
4992721,1215045869
4992722,1215045869
4992723,1215045869
4992724,1215045869
4992725,1215045869
4992726,1215045869
4992727,1215045869
4992728,1215045869
4992729,1215045869
4992730,1215045869
4992731,1215045869
4992732,1215045869
4992733,1215045869
4992734,1215045869
4992735,1215045869
4992736,1215045869
4992737,1215045869
4992738,1215045869
4992739,1215045869
4992740,1215045869
4992741,1215045869
4992742,1215045869
4992743,1215045869
4992744,1215045869
4992745,1215045869
4992746,1215045869
4992747,1215045869
4992748,1215045869
4992749,1215045869
4992750,1215045869
4992751,1215045869
4992752,1215045869
4992753,1215045869
4992754,1215045869
4992755,1215045869
4992756,1215045869
4992757,1215045869
4992758,1215045869
4992759,1215045869
4992760,1215045869
4992761,1215045869
4992762,1215045869
4992763,1215045869
4992764,1215045869
4992765,1215045869
4992766,1215045869
4992767,1215045869
4992768,1215045869
4992769,1215045869
4992770,1215045869
4992771,1215045869
4992772,1215045869
4992773,1215045869
4992774,1215045869
4992775,1215045869
4992776,1215045869
4992777,1215045869
4992778,1215045869
4992779,1215045869
4992780,1215045869
4992781,1215045869
4992782,1215045869
4992783,1215045869
4992784,1215045869
4992785,1215045869
4992786,1215045869
4992787,1215045869
4992788,1215045869
4992789,1215045869
4992790,1215045869
4992791,1215045869
4992792,1215045869
4992793,1215045869
4992794,1215045869
4992795,1215045869
4992796,1215045869
4992797,1215045869
4992798,1215045869
4992799,1215045869
4992800,1215045869
4992801,1215045869
5128368,1215946751
5128369,1215946751
5128370,1215946751
5128371,1215946751
5128372,1215946751
5128373,1215946751
5128374,1215946751
5128375,1215946751
5128376,1215946751
5128377,1215946751
5128378,1215946751
5511312,1235146283
5511313,1235146283
5511314,1235146283
5511315,1235146283
5511316,1235146283
5511317,1235146283
5511318,1235146283
5511319,1235146283
5511320,1235146283
5511321,1235146283
5511322,1235146283
5511323,1235146283
5511324,1235146283
5511325,1235146283
5511326,1235146283
5511327,1235146283
5511328,1235146283
5511329,1235146283
5511330,1235146283
5511331,1235146283
5511332,1235146283
5554151,1235182189
5554152,1235182189
5554153,1235182189
5554154,1235182189
5554155,1235182189
5554156,1235182189
5801687,1245282532
5801688,1245282532
5801689,1245282532
5801690,1245282532
5801691,1245282532
5801692,1245282532
5801693,1245282532
5801694,1245282532
5801695,1245282532
5801696,1245282532
5801697,1245282532
5801698,1245282532
5801699,1245282532
5801700,1245282532
5801701,1245282532
5801702,1245282532
5801703,1245282532
5801704,1245282532
5801705,1245282532
5801706,1245282532
5801707,1245282532
5801708,1245282532
5801709,1245282532
5801710,1245282532
5801711,1245282532
5801712,1245282532
5801713,1245282532
5801714,1245282532
5801715,1245282532
5801716,1245282532
5801717,1245282532
5801718,1245282532
5801719,1245282532
5996598,1255345492
5996599,1255345492
5996600,1255345492
5996601,1255345492
5996602,1255345492
6030939,1255375390
6030940,1255375390
6030941,1255375390
6030942,1255375390
6216659,1265434419
6216660,1265434419
6216661,1265434419
6216662,1265434419
6216663,1265434419
6216664,1265434419
6216665,1265434419
6216666,1265434419
6216667,1265434419
6216668,1265434419
6216669,1265434419
6216670,1265434419
6216671,1265434419
6216672,1265434419
6216673,1265434419
6216674,1265434419
6216675,1265434419
6216676,1265434419
6216677,1265434419
6216678,1265434419
6216679,1265434419
6216680,1265434419
6216681,1265434419
6216682,1265434419
6216683,1265434419
6216684,1265434419
6216685,1265434419
6256010,1265469472
6256724,1265469472
6256725,1265469472
6256726,1265469472
6256727,1265469472
6256728,1265469472
6256729,1265469472
6256730,1265469472
6256731,1265469472
6256732,1265469472
6256733,1265469472
6256734,1265469472
6256735,1265469472
6256736,1265469472
6256737,1265469472
6256738,1265469472
6256739,1265469472
6256740,1265469472
6256741,1265469472
6256742,1265469472
6256743,1265469472
6256744,1265469472
6256745,1265469472
6256746,1265469472
6256747,1265469472
6256748,1265469472
6256749,1265469472
6256750,1265469472
6256751,1265469472
6256752,1265469472
6256753,1265469472
6256754,1265469472
6256755,1265469472
6256756,1265469472
6256757,1265469472
